sent
1	Кстати	0 кстати CONJ Prnt
14606	также	0 также PRCL
14607	предложения	0 предложение NOUN neut inan plur nomn
14608	о	0 о PREP
14609	том	0 то ADJF Apro Subx neut sing loct
14610	,	0 , PNCT
14610	чтобы	0 чтобы CONJ
14611	запретить	0 запретить INFN perf tran actv
14612	продажу	0 продажа NOUN femn inan sing accs
14613	акций	0 акция NOUN femn inan plur gent
14614	судебными	0 судебный ADJF plur ablt
14615	приставами	0 пристав NOUN masc anim plur ablt
14616	.	0 . PNCT
/sent
sent
14616	Словом	0 словом CONJ Prnt
14617	,	0 , PNCT
14617	руководству	0 руководство NOUN neut inan sing datv
14618	партии	0 партия NOUN femn inan sing gent
14619	придётся	0 прийтись VERB perf intr sing futr 3per indc
14620	изрядно	0 изрядно ADVB
14621	поломать	0 поломать INFN perf tran actv
14622	голову	0 голова NOUN femn inan sing accs
14623	над	0 над PREP
14624	предвыборной	0 предвыборный ADJF femn sing ablt
14625	стратегией	0 стратегия NOUN femn inan sing ablt
14626	.	0 . PNCT
/sent
sent
14626	Спрятаться	0 спрятаться INFN perf intr
14627	в	0 в PREP
14628	тень	0 тень NOUN femn inan sing accs
14629	Спасской	0 спасский ADJF femn sing gent
14630	башни	0 башня NOUN femn inan sing gent
14631	?	0 ? PNCT
/sent
sent
14631	Если	0 если CONJ
14632	соответствующих	0 соответствующий ADJF plur gent
14633	обращений	0 обращение NOUN neut inan plur gent
14634	нет	0 нет PRED
14635	,	0 , PNCT
14635	КС	0 КС NOUN masc inan Fixd sing nomn
14636	молчит	0 молчать VERB impf intr actv sing pres 3per indc
14637	.	0 . PNCT
/sent
sent
14637	По	0 по PREP
14638	разным	0 разный ADJF plur datv
14639	данным	0 данные NOUN plur datv
14640	,	0 , PNCT
14640	за	0 за PREP
14641	пределами	0 предел NOUN masc inan plur ablt
14642	республики	0 республика NOUN femn inan sing gent
14643	сейчас	0 сейчас ADVB Ques
14644	находятся	0 находиться VERB impf intr plur pres 3per indc
14645	до	0 до PREP
14646	40	0 40 NUMR
14647	до	0 до PREP
14648	100	0 100 NUMR
14649	тысяч	0 тысяча NOUN femn inan plur gent
14650	чеченцев	0 чеченец NOUN masc anim plur gent
14651	.	0 . PNCT
/sent
sent
14651	До	0 до PREP
14652	сих	0 сей ADJF Apro plur gent
14653	пор	0 пора NOUN femn inan plur gent
14654	соотношение	0 соотношение NOUN neut inan sing nomn
14655	личных	0 личный ADJF plur gent
14656	оценок	0 оценка NOUN femn inan plur gent
14657	двух	0 два NUMR masc gent
14658	политиков	0 политик NOUN masc anim plur gent
14659	--	0 -- PNCT
14659	5	0 5 NUMR
14660	:	0 : PNCT
14660	1	0 1 NUMR
14661	в	0 в PREP
14662	пользу	0 польза NOUN femn inan sing accs
14663	президента	0 президент NOUN masc anim sing gent
14664	.	0 . PNCT
/sent
sent
14664	Объяснить	0 объяснить INFN perf tran actv
14665	обществу	0 общество NOUN neut inan sing datv
14666	свою	0 свой ADJF Apro femn sing accs
14667	политику	0 политика NOUN femn inan sing accs
14668	,	0 , PNCT
14668	как	0 как CONJ
14669	желание	0 желание NOUN neut inan sing accs
14670	поставить	0 поставить INFN perf tran actv
14671	коррумпированную	0 коррумпировать PRTF perf tran femn sing accs pssv past
14672	власть	0 власть NOUN femn inan sing accs
14673	под	0 под PREP
14674	контроль	0 контроль NOUN masc inan sing accs
14675	Парламента	0 парламент NOUN masc inan sing gent
14676	.	0 . PNCT
/sent
sent
14676	Не	0 не PRCL
14677	удаётся	0 удаваться VERB impf intr sing pres 3per indc
14678	фискалам	0 фискал NOUN masc anim plur datv
14679	пополнять	0 пополнять INFN impf tran actv
14680	бюджет	0 бюджет NOUN masc inan sing accs
14681	и	0 и CONJ
14682	за	0 за PREP
14683	счёт	0 счет NOUN masc inan sing accs
14684	имущества	0 имущество NOUN neut inan sing gent
14685	должников	0 должник NOUN masc anim plur gent
14686	.	0 . PNCT
/sent
sent
14686	Это	0 это ADJF Apro Subx neut sing nomn
14687	при	0 при PREP
14688	самом	0 самый ADJF Apro neut sing loct
14689	благоприятном	0 благоприятный ADJF neut sing loct
14690	стечении	0 стечение NOUN neut inan sing loct
14691	обстоятельств	0 обстоятельство NOUN neut inan plur gent
14692	.	0 . PNCT
/sent
sent
14692	в	0 в PREP
14693	Краснодарском	0 краснодарский ADJF masc sing loct
14694	крае	0 край NOUN masc inan sing loct
14695	от	0 от PREP
14696	"	0 " PNCT
14696	перенарезки	0 перенарезка NOUN femn inan sing gent
14697	"	0 " PNCT
14697	границ	0 граница NOUN femn inan plur gent
14698	поселений	0 поселение NOUN neut inan plur gent
14699	могут	0 мочь VERB impf intr actv plur pres 3per indc
14700	пострадать	0 пострадать INFN perf intr actv
14701	семь	0 семь NUMR nomn
14702	городов	0 город NOUN masc inan plur gent
14703	,	0 , PNCT
14703	в	0 в PREP
14704	том	0 тот ADJF Apro neut sing loct
14705	числе	0 число NOUN neut inan sing loct
14706	и	0 и CONJ
14707	Новороссийск	0 Новороссийск NOUN masc inan sing nomn
14708	.	0 . PNCT
/sent
sent
14708	Смотрите	0 смотреть VERB impf tran plur actv impr excl
14709	,	0 , PNCT
14709	какая	0 какой ADJF Apro femn sing nomn
14710	ситуация	0 ситуация NOUN femn inan sing nomn
14711	сегодня	0 сегодня ADVB
14712	сложилась	0 сложиться VERB perf intr femn sing past indc
14713	в	0 в PREP
14714	правительстве	0 правительство NOUN neut inan sing loct
14715	.	0 . PNCT
/sent
sent
14715	Они	0 они ADJF Apro Subx plur 3per nomn
14716	действительно	0 действительно ADVB
14717	давно	0 давно ADVB
14718	стали	0 стать VERB perf intr actv plur past indc
14719	левыми	0 левый NOUN masc anim plur ablt
14720	.	0 . PNCT
/sent
sent
14720	Это	0 это PRCL
14721	государство	0 государство NOUN neut inan sing nomn
14722	своё	0 свой ADJF Apro neut sing accs inan
14723	лицо	0 лицо NOUN neut inan sing accs
14724	будет	0 быть VERB impf intr actv sing futr 3per indc
14725	сохранять	0 сохранять INFN impf tran actv
14726	.	0 . PNCT
/sent
sent
14726	Расследование	0 расследование NOUN neut inan sing nomn
14727	у	0 у PREP
14728	нас	0 мы ADJF Apro Subx plur 1per gent
14729	длится	0 длиться VERB impf intr sing pres 3per indc
14730	месяцами	0 месяц NOUN masc inan plur ablt
14731	или	0 или CONJ
14732	годами	0 год NOUN masc inan plur ablt
14733	,	0 , PNCT
14733	а	0 а CONJ
14734	потом	0 потом ADVB Ques
14735	ещё	0 еще ADVB
14736	и	0 и CONJ
14737	в	0 в PREP
14738	суде	0 суд NOUN masc inan sing loct
14739	рассмотрение	0 рассмотрение NOUN neut inan sing nomn
14740	--	0 -- PNCT
14740	тоже	0 тоже PRCL
14741	месяцами	0 месяц NOUN masc inan plur ablt
14742	или	0 или CONJ
14743	годами	0 год NOUN masc inan plur ablt
14744	,	0 , PNCT
14745	-	0 - PNCT
14746	-	0 - PNCT
14747	указал	0 указать VERB perf tran masc sing actv past indc
14748	он	0 он ADJF Apro Subx masc sing 3per nomn
14749	Устинову	0 Устинов NOUN masc anim sing datv
14750	и	0 и CONJ
14751	Лебедеву	0 Лебедев NOUN masc anim sing datv
14752	.	0 . PNCT
/sent
sent
14752	Но	0 но CONJ
14753	и	0 и CONJ
14754	другое	0 другой ADJF Apro neut sing nomn
14755	очевидно	0 очевидно PRED
14756	:	0 : PNCT
14756	мы	0 мы ADJF Apro Subx plur 1per nomn
14757	никак	0 никак ADVB Ques
14758	не	0 не PRCL
14759	можем	0 мочь VERB impf intr actv plur pres 1per indc
14760	создать	0 создать INFN perf tran actv
14761	для	0 для PREP
14762	себя	0 себя ADJF Apro Subx gent
14763	,	0 , PNCT
14763	говоря	0 говорить GRND impf tran actv pres
14764	словами	0 слово NOUN neut inan plur ablt
14765	Ленина	0 Ленин NOUN masc anim sing gent
14766	,	0 , PNCT
14766	действительно	0 действительно ADVB
14767	широкую	0 широкий ADJF femn sing accs
14768	и	0 и CONJ
14769	действительно	0 действительно ADVB
14770	достойную	0 достойный ADJF femn sing accs
14771	арену	0 арена NOUN femn inan sing accs
14772	борьбы	0 борьба NOUN femn inan sing gent
14773	за	0 за PREP
14774	социализм	0 социализм NOUN masc inan sing accs
14775	.	0 . PNCT
/sent
sent
14775	Сейчас	0 сейчас ADVB Ques
14776	вуз	0 вуз NOUN masc inan sing nomn
14777	формально	0 формально ADVB
14778	должен	0 должен ADJS masc sing
14779	отдать	0 отдать INFN perf tran actv
14780	все	0 весь ADJF Apro plur accs inan
14781	заработанные	0 заработать PRTF perf tran plur accs pssv past
14782	средства	0 средство NOUN neut inan plur accs
14783	государству	0 государство NOUN neut inan sing datv
14784	.	0 . PNCT
/sent
sent
14784	Конечно	0 конечно CONJ Prnt
14785	,	0 , PNCT
14785	нет	0 нет PRCL
14786	!	0 ! PNCT
/sent
sent
14786	В	0 в PREP
14787	принципе	0 принцип NOUN masc inan sing loct
14788	,	0 , PNCT
14788	вариантов	0 вариант NOUN masc inan plur gent
14789	предлагается	0 предлагаться VERB impf intr sing pres 3per indc
14790	множество	0 множество NOUN neut inan sing nomn
14791	.	0 . PNCT
/sent
sent
14791	Сегодня	0 сегодня ADVB
14792	очевидно	0 очевидно PRED
14793	,	0 , PNCT
14793	что	0 что CONJ
14794	президенту	0 президент NOUN masc anim sing datv
14795	нравятся	0 нравиться VERB impf intr plur pres 3per indc
14796	сильные	0 сильный ADJF plur nomn
14797	и	0 и CONJ
14798	смелые	0 смелый ADJF plur nomn
14799	руководители	0 руководитель NOUN masc anim plur nomn
14800	,	0 , PNCT
14800	готовые	0 готовый ADJF plur nomn
14801	нести	0 нести INFN impf tran actv
14802	ответственность	0 ответственность NOUN femn inan sing accs
14803	.	0 . PNCT
/sent
sent
14803	Они	0 они ADJF Apro Subx plur 3per nomn
14804	уходят	0 уходить VERB impf intr actv plur pres 3per indc
14805	в	0 в PREP
14806	тех	0 тот ADJF Apro plur loct
14807	направлениях	0 направление NOUN neut inan plur loct
14808	и	0 и CONJ
14809	решают	0 решать VERB impf tran plur actv pres 3per indc
14810	те	0 тот ADJF Apro plur accs inan
14811	задачи	0 задача NOUN femn inan plur accs
14812	,	0 , PNCT
14812	которые	0 который ADJF Apro plur nomn
14813	изначально	0 изначально ADVB
14814	задумывались	0 задумываться VERB impf intr plur past indc
14815	организаторами	0 организатор NOUN masc anim plur ablt
14816	подобных	0 подобный ADJF plur gent
14817	акций	0 акция NOUN femn inan plur gent
14818	.	0 . PNCT
/sent
sent
14818	А	0 а CONJ
14819	теперь	0 теперь ADVB Ques
14820	надо	0 надо PRED
14821	провести	0 провести INFN perf tran actv
14822	реформы	0 реформа NOUN femn inan plur accs
14823	,	0 , PNCT
14823	от	0 от PREP
14824	которых	0 который ADJF Apro plur gent
14825	выиграет	0 выиграть VERB perf tran sing actv futr 3per indc
14826	большинство	0 большинство NOUN neut inan sing nomn
14827	.	0 . PNCT
/sent
sent
14827	Как	0 как ADVB Ques
14828	этот	0 этот ADJF Apro masc sing nomn
14829	закон	0 закон NOUN masc inan sing nomn
14830	будет	0 быть VERB impf intr actv sing futr 3per indc
14831	реализовываться	0 реализовываться INFN impf intr
14832	на	0 на PREP
14833	практике	0 практика NOUN femn inan sing loct
14834	?	0 ? PNCT
/sent
sent
14834	Пять	0 пять NUMR accs
14835	лет	0 год NOUN masc inan plur gent
14836	назад	0 назад ADVB
14837	специалисты	0 специалист NOUN masc anim plur nomn
14838	ФПС	0 ФПС NOUN femn inan Fixd sing gent
14839	доказывали	0 доказывать VERB impf tran plur actv past indc
14840	,	0 , PNCT
14840	что	0 что CONJ
14841	при	0 при PREP
14842	отсутствии	0 отсутствие NOUN neut inan sing loct
14843	границы	0 граница NOUN femn inan sing gent
14844	со	0 со PREP
14845	странами	0 страна NOUN femn inan plur ablt
14846	СНГ	0 СНГ NOUN masc inan Fixd sing gent
14847	,	0 , PNCT
14847	при	0 при PREP
14848	упрощённой	0 упрощенный ADJF femn sing loct
14849	системе	0 система NOUN femn inan sing loct
14850	пересечения	0 пересечение NOUN neut inan sing gent
14851	российско-китайской	0 российско-китайский ADJF femn sing gent
14852	границы	0 граница NOUN femn inan sing gent
14853	контрольно-следовая	0 контрольно-следовой ADJF femn sing nomn
14854	полоса	0 полоса NOUN femn inan sing nomn
14855	и	0 и CONJ
14856	километры	0 километр NOUN masc inan plur nomn
14857	колючей	0 колючий ADJF femn sing gent
14858	проволоки	0 проволока NOUN femn inan sing gent
14859	,	0 , PNCT
14859	заставы	0 застава NOUN femn inan plur nomn
14860	и	0 и CONJ
14861	дозоры	0 дозор NOUN masc inan plur nomn
14862	неэффективны	0 неэффективный ADJS plur
14863	.	0 . PNCT
/sent
sent
14863	Военная	0 военный ADJF femn sing nomn
14864	прокуратура	0 прокуратура NOUN femn inan sing nomn
14865	ТОФ	0 тоф NOUN masc inan Fixd sing gent
14866	подвела	0 подвести VERB perf tran femn sing actv past indc
14867	итоги	0 итог NOUN masc inan plur accs
14868	своей	0 свой ADJF Apro femn sing gent
14869	антикоррупционной	0 антикоррупционный ADJF femn sing gent
14870	деятельности	0 деятельность NOUN femn inan sing gent
14871	за	0 за PREP
14872	2002	0 2002 NUMR
14873	год	0 год NOUN masc inan sing accs
14874	.	0 . PNCT
/sent
sent
14874	Там	0 там ADVB Ques
14875	вся	0 весь ADJF Apro femn sing nomn
14876	процедура	0 процедура NOUN femn inan sing nomn
14877	перевода	0 перевод NOUN masc inan sing gent
14878	средств	0 средство NOUN neut inan plur gent
14879	занимает	0 занимать VERB impf tran sing actv pres 3per indc
14880	не	0 не PRCL
14881	несколько	0 несколько NUMR accs
14882	месяцев	0 месяц NOUN masc inan plur gent
14883	,	0 , PNCT
14883	как	0 как CONJ
14884	у	0 у PREP
14885	нас	0 мы ADJF Apro Subx plur 1per gent
14886	,	0 , PNCT
14886	а	0 а CONJ
14887	лишь	0 лишь PRCL
14888	неделю	0 неделя NOUN femn inan sing accs
14889	.	0 . PNCT
/sent
sent
14889	Такая	0 такой ADJF Apro femn sing nomn
14890	революция	0 революция NOUN femn inan sing nomn
14891	впервые	0 впервые ADVB
14892	создаст	0 создать VERB perf tran sing actv futr 3per indc
14893	массовый	0 массовый ADJF masc sing accs inan
14894	класс	0 класс NOUN masc inan sing accs
14895	законных	0 законный ADJF plur gent
14896	,	0 , PNCT
14896	легальных	0 легальный ADJF plur gent
14897	,	0 , PNCT
14897	полноправных	0 полноправный ADJF plur gent
14898	собственников	0 собственник NOUN masc anim plur gent
14899	.	0 . PNCT
/sent
sent
14899	Например	0 например CONJ Prnt
14900	,	0 , PNCT
14900	руководитель	0 руководитель NOUN masc anim sing nomn
14901	Центра	0 центр NOUN masc inan sing gent
14902	этнорелигиозных	0 этнорелигиозный ADJF plur gent
14903	и	0 и CONJ
14904	политических	0 политический ADJF plur gent
14905	исследований	0 исследование NOUN neut inan plur gent
14906	РАГС	0 рагс NOUN femn inan Fixd sing gent
14907	Александр	0 Александр NOUN masc anim sing nomn
14908	Журавский	0 Журавский NOUN masc anim sing nomn
14909	считает	0 считать VERB impf tran sing actv pres 3per indc
14910	,	0 , PNCT
14910	что	0 что CONJ
14911	"	0 " PNCT
14911	соотнесение	0 соотнесение NOUN neut inan sing nomn
14912	себя	0 себя ADJF Apro Subx gent
14913	с	0 с PREP
14914	традицией	0 традиция NOUN femn inan sing ablt
14915	--	0 -- PNCT
14915	первый	0 первый ADJF Anum masc sing nomn
14916	шаг	0 шаг NOUN masc inan sing nomn
14917	для	0 для PREP
14918	последующей	0 последующий ADJF femn sing gent
14919	идентификации	0 идентификация NOUN femn inan sing gent
14920	этой	0 этот ADJF Apro femn sing gent
14921	традиции	0 традиция NOUN femn inan sing gent
14922	в	0 в PREP
14923	качестве	0 качество NOUN neut inan sing loct
14924	основополагающей	0 основополагающий ADJF femn sing ablt
14925	и	0 и CONJ
14926	жизненно	0 жизненно ADVB
14927	важной	0 важный ADJF femn sing ablt
14928	"	0 " PNCT
14929	.	0 . PNCT
/sent
sent
14930	Правдивая	0 правдивый ADJF femn sing nomn
14931	информация	0 информация NOUN femn inan sing nomn
14932	до	0 до PREP
14933	широких	0 широкий ADJF plur gent
14934	слоёв	0 слой NOUN masc inan plur gent
14935	населения	0 население NOUN neut inan sing gent
14936	не	0 не PRCL
14937	доходит	0 доходить VERB impf intr actv sing pres 3per indc
14938	.	0 . PNCT
/sent
sent
14938	Этого	0 это ADJF Apro Subx neut sing gent
14939	крайне	0 крайне ADVB
14940	мало	0 мало PRED
14941	.	0 . PNCT
/sent
sent
14941	Они	0 они ADJF Apro Subx plur 3per nomn
14942	были	0 быть VERB impf intr actv plur past indc
14943	ранены	0 ранить PRTS impf plur pssv past
14944	,	0 , PNCT
14944	но	0 но CONJ
14945	обоим	0 оба NUMR masc datv
14946	удалось	0 удаться VERB perf intr neut sing past indc
14947	скрыться	0 скрыться INFN perf intr
14948	.	0 . PNCT
/sent
sent
14948	Сама	0 сам ADJF Apro femn sing nomn
14949	НУК	0 НУК NOUN femn inan Fixd sing nomn
14950	никакой	0 никакой ADJF Apro femn sing gent
14951	обратной	0 обратный ADJF femn sing gent
14952	связи	0 связь NOUN femn inan sing gent
14953	с	0 с PREP
14954	гражданином	0 гражданин NOUN masc anim sing ablt
14955	непосредственно	0 непосредственно ADVB
14956	не	0 не PRCL
14957	имеет	0 иметь VERB impf tran sing actv pres 3per indc
14958	,	0 , PNCT
14958	она	0 она ADJF Apro Subx femn sing 3per nomn
14959	с	0 с PREP
14960	ним	0 он ADJF Apro Subx masc sing 3per ablt
14961	не	0 не PRCL
14962	взаимодействует	0 взаимодействовать VERB impf intr actv sing pres 3per indc
14963	.	0 . PNCT
/sent
sent
14963	А	0 A UNKN
14964	.	0 . PNCT
14964	Куликов	0 Куликов NOUN masc anim sing nomn
14965	называет	0 называть VERB impf tran sing actv pres 3per indc
14966	имена	0 имя NOUN neut inan plur accs
14967	очень	0 очень ADVB
14968	именитых	0 именитый ADJF plur gent
14969	оборотней	0 оборотень NOUN masc anim plur gent
14970	,	0 , PNCT
14970	безнаказанно	0 безнаказанно ADVB
14971	разгуливающих	0 разгуливать PRTF impf intr actv plur gent pres
14972	на	0 на PREP
14973	свободе	0 свобода NOUN femn inan sing loct
14974	,	0 , PNCT
14974	и	0 и CONJ
14975	поясняет	0 пояснять VERB impf tran sing actv pres 3per indc
14976	,	0 , PNCT
14976	что	0 что CONJ
14977	кроется	0 крыться VERB impf intr sing pres 3per indc
14978	за	0 за PREP
14979	циничными	0 циничный ADJF plur ablt
14980	мифами	0 миф NOUN masc inan plur ablt
14981	,	0 , PNCT
14981	придуманными	0 придумать PRTF perf tran plur ablt pssv past
14982	коррумпированной	0 коррумпировать PRTF perf tran femn sing ablt pssv past
14983	демократией	0 демократия NOUN femn inan sing ablt
14984	.	0 . PNCT
/sent
sent
14984	Это	0 это ADJF Apro Subx neut sing nomn
14985	,	0 , PNCT
14985	естественно	0 естественно CONJ Prnt
14986	,	0 , PNCT
14986	сказалось	0 сказаться VERB perf intr neut sing past indc
14987	на	0 на PREP
14988	его	0 его ADJF Apro
14989	цене	0 цена NOUN femn inan sing loct
14990	.	0 . PNCT
/sent
sent
14990	Причём	0 причем CONJ
14991	за	0 за PREP
14992	СПС	0 СПС NOUN masc inan Fixd sing accs
14993	--	0 -- PNCT
14993	их	0 их ADJF Apro
14994	более	0 более ADVB
14995	радикальное	0 радикальный ADJF neut sing nomn
14996	крыло	0 крыло NOUN neut inan sing nomn
14997	.	0 . PNCT
/sent
sent
14997	Такие	0 такой ADJF Apro plur nomn
14998	накопления	0 накопление NOUN neut inan plur nomn
14999	ожидают	0 ожидать VERB impf tran plur actv pres 3per indc
15000	самых	0 самый ADJF Apro plur gent
15001	высокооплачиваемых	0 высокооплачиваемый ADJF plur gent
15002	граждан	0 гражданин NOUN masc anim plur gent
15003	--	0 -- PNCT
15003	тех	0 тот ADJF Apro plur accs anim
15004	,	0 , PNCT
15004	чей	0 чей ADJF Apro masc sing nomn
15005	ежегодный	0 ежегодный ADJF masc sing nomn
15006	доход	0 доход NOUN masc inan sing nomn
15007	превышает	0 превышать VERB impf tran sing actv pres 3per indc
15008	600	0 600 NUMR
15009	тыс	0 тысяча NOUN femn inan plur gent
15010	.	0 . PNCT
15010	рублей	0 рубль NOUN masc inan plur gent
15011	(	0 ( PNCT
15011	з	0 заработный femn sing nomn
15012	/	0 / PNCT
15012	п	0 плата NOUN femn inan sing nomn
15013	более	0 более ADVB
15014	1600	0 1600 NUMR
15015	долларов	0 доллар NOUN masc inan plur gent
15016	в	0 в PREP
15017	месяц	0 месяц NOUN masc inan sing accs
15018	)	0 ) PNCT
15019	.	0 . PNCT
/sent
sent
15020	Затем	0 затем ADVB
15021	мы	0 мы ADJF Apro Subx plur 1per nomn
15022	приступим	0 приступить VERB perf intr actv plur futr 1per indc
15023	к	0 к PREP
15024	снижению	0 снижение NOUN neut inan sing datv
15025	налога	0 налог NOUN masc inan sing gent
15026	на	0 на PREP
15027	добавленную	0 добавить PRTF perf tran femn sing accs pssv past
15028	стоимость	0 стоимость NOUN femn inan sing accs
15029	.	0 . PNCT
/sent
sent
15029	Самый	0 самый ADJF Apro masc sing nomn
15030	большой	0 большой ADJF masc sing nomn
15031	доход	0 доход NOUN masc inan sing nomn
15032	за	0 за PREP
15033	2001	0 2001 NUMR
15034	год	0 год NOUN masc inan sing accs
15035	--	0 -- PNCT
15035	порядок	0 порядок NOUN masc inan sing gent
15036	2	0 2 NUMR
15037	,	0 , PNCT
15037	3	0 3 NUMR
15038	миллиарда	0 миллиард NOUN masc inan gent
15039	рублей	0 рубль NOUN masc inan plur gent
15040	.	0 . PNCT
/sent
sent
15040	А	0 а CONJ
15041	чем	0 чем CONJ
15042	отличается	0 отличаться VERB impf intr sing pres 3per indc
15043	нынешняя	0 нынешний ADJF femn sing nomn
15044	система	0 система NOUN femn inan sing nomn
15045	образования	0 образование NOUN neut inan sing gent
15046	от	0 от PREP
15047	предлагаемой	0 предлагать PRTF impf tran femn sing gent pssv pres
15048	?	0 ? PNCT
/sent
sent
15048	Оттуда	0 оттуда ADVB Ques
15049	ответили	0 ответить VERB perf intr actv plur past indc
15050	,	0 , PNCT
15050	что	0 что CONJ
15051	средняя	0 средний ADJF femn sing nomn
15052	закупочная	0 закупочный ADJF femn sing nomn
15053	цена	0 цена NOUN femn inan sing nomn
15054	автотранспорта	0 автотранспорт NOUN masc inan sing gent
15055	для	0 для PREP
15056	чиновников	0 чиновник NOUN masc anim plur gent
15057	правительства	0 правительство NOUN neut inan sing gent
15058	,	0 , PNCT
15058	администрации	0 администрация NOUN femn inan sing gent
15059	президента	0 президент NOUN masc anim sing gent
15060	и	0 и CONJ
15061	Госдумы	0 Госдума NOUN femn inan sing gent
15062	--	0 -- PNCT
15062	180	0 180 NUMR
15063	тыс	0 тысяча NOUN femn inan plur gent
15064	.	0 . PNCT
15064	руб	0 рубль NOUN masc inan plur gent
15065	.	0 . PNCT
/sent
sent
15065	В	0 в PREP
15066	результате	0 результат NOUN masc inan sing loct
15067	на	0 на PREP
15068	четверть	0 четверть NOUN femn inan sing accs
15069	сократились	0 сократиться VERB perf intr plur past indc
15070	объёмы	0 объем NOUN masc inan plur nomn
15071	поставки	0 поставка NOUN femn inan sing gent
15072	дизельного	0 дизельный ADJF neut sing gent
15073	топлива	0 топливо NOUN neut inan sing gent
15074	внутри	0 внутри PREP
15075	страны	0 страна NOUN femn inan sing gent
15076	.	0 . PNCT
/sent
sent
15076	Не	0 не PRCL
15077	радуют	0 радовать VERB impf tran plur actv pres 3per indc
15078	и	0 и CONJ
15079	фискальные	0 фискальный ADJF plur nomn
15080	итоги	0 итог NOUN masc inan plur nomn
15081	прошлого	0 прошлый ADJF masc sing gent
15082	года	0 год NOUN masc inan sing gent
15083	.	0 . PNCT
/sent
sent
15083	Мне	0 я ADJF Apro Subx sing 1per datv
15084	пожаловались	0 пожаловаться VERB perf intr plur past indc
15085	генералы	0 генерал NOUN masc anim plur nomn
15086	МВД	0 МВД NOUN neut inan Fixd sing gent
15087	,	0 , PNCT
15087	которым	0 который ADJF Apro plur datv
15088	надоело	0 надоесть VERB perf intr actv neut sing past indc
15089	быть	0 быть INFN impf intr actv
15090	на	0 на PREP
15091	побегушках	0 побегушки NOUN plur loct
15092	у	0 у PREP
15093	"	0 " PNCT
15093	Единой	0 единый ADJF femn sing gent
15094	России	0 Россия NOUN femn inan sing gent
15095	"	0 " PNCT
/sent
sent
15095	При	0 при PREP
15096	этом	0 это ADJF Apro Subx neut sing loct
15097	органы	0 орган NOUN masc inan plur nomn
15098	госвласти	0 госвласть NOUN femn inan sing gent
15099	и	0 и CONJ
15100	местного	0 местный ADJF neut sing gent
15101	самоуправления	0 самоуправление NOUN neut inan sing gent
15102	обязываются	0 обязываться VERB impf intr plur pres 3per indc
15103	вести	0 вести INFN impf tran actv
15104	на	0 на PREP
15105	постоянной	0 постоянный ADJF femn sing loct
15106	основе	0 основа NOUN femn inan sing loct
15107	реестры	0 реестр NOUN masc inan plur accs
15108	своих	0 свой ADJF Apro plur gent
15109	расходных	0 расходный ADJF plur gent
15110	обязательств	0 обязательство NOUN neut inan plur gent
15111	.	0 . PNCT
/sent
sent
15111	верховный	0 верховный ADJF masc sing nomn
15112	суд	0 суд NOUN masc inan sing nomn
15113	США	0 США NOUN Fixd sing gent
15114	скорее	0 скоро ADVB
15115	ближе	0 близко PRED
15116	к	0 к PREP
15117	Конституционному	0 конституционный ADJF masc sing datv
15118	суду	0 суд NOUN masc inan sing datv
15119	по	0 по PREP
15120	своим	0 свой ADJF Apro plur datv
15121	функциям	0 функция NOUN femn inan plur datv
15122	.	0 . PNCT
/sent
sent
15122	Выступивший	0 выступить PRTF perf intr actv masc sing nomn past
15123	на	0 на PREP
15124	конференции	0 конференция NOUN femn inan sing loct
15125	Глеб	0 Глеб NOUN masc anim sing nomn
15126	Павловский	0 Павловский NOUN masc anim sing nomn
15127	заявил	0 заявить VERB perf tran masc sing actv past indc
15128	,	0 , PNCT
15128	что	0 что CONJ
15129	религиозные	0 религиозный ADJF plur nomn
15130	организации	0 организация NOUN femn inan plur nomn
15131	должны	0 должен ADJS plur
15132	вмешиваться	0 вмешиваться INFN impf intr
15133	в	0 в PREP
15134	политический	0 политический ADJF masc sing accs inan
15135	процесс	0 процесс NOUN masc inan sing accs
15136	,	0 , PNCT
15136	давая	0 давать GRND impf tran actv pres
15137	не	0 не PRCL
15138	политическую	0 политический ADJF femn sing accs
15139	,	0 , PNCT
15139	но	0 но CONJ
15140	нравственную	0 нравственный ADJF femn sing accs
15141	оценку	0 оценка NOUN femn inan sing accs
15142	кандидатам	0 кандидат NOUN masc anim plur datv
15143	.	0 . PNCT
/sent
sent
15143	Такая	0 такой ADJF Apro femn sing nomn
15144	армия	0 армия NOUN femn inan sing nomn
15145	может	0 мочь VERB impf intr actv sing pres 3per indc
15146	грабить	0 грабить INFN impf tran actv
15147	и	0 и CONJ
15148	воровать	0 воровать INFN impf tran actv
15149	,	0 , PNCT
15149	но	0 но CONJ
15150	побеждать	0 побеждать INFN impf tran actv
15151	она	0 она ADJF Apro Subx femn sing 3per nomn
15152	не	0 не PRCL
15153	может	0 мочь VERB impf intr actv sing pres 3per indc
15154	.	0 . PNCT
/sent
sent
15154	Оперативники	0 оперативник NOUN masc anim plur nomn
15155	ОСУ	0 оса NOUN femn anim sing accs
15156	,	0 , PNCT
15156	что	0 что ADJF Apro Subx neut sing nomn
15157	называется	0 называться VERB impf intr sing pres 3per indc
15158	,	0 , PNCT
15158	рыли	0 рыть VERB impf tran plur actv past indc
15159	землю	0 земля NOUN femn inan sing accs
15160	,	0 , PNCT
15160	но	0 но CONJ
15161	все	0 весь ADJF Apro plur nomn
